EmpJobRole,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpLastSalaryHikePercent,EmpWorkLifeBalance,ExperienceYearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion_log
1.3030974084464415,0.10206085086936444,0.10300048764263729,1.1779779268469552,-0.5435693854904105,-0.8891109303095581,-1.0644908834779592,0.8640983033991096,1.2021034153113355,-1.1454537344409028
1.3030974084464415,0.5914635323608224,1.0611445587369384,1.1779779268469552,-1.1870420227381264,-0.8891109303095581,0.36595599241627497,0.8640983033991096,0.9028245567276005,0.30434350980418967
1.3030974084464415,-0.509692500994958,1.0611445587369384,1.1779779268469552,-0.8900546517007191,1.594053809112016,0.36595599241627497,2.661702401773449,2.399218849646275,0.30434350980418967
-0.878221616100515,0.10206085086936444,1.0611445587369384,-0.6566405185993086,0.34739272762181167,-0.061389350502366734,-1.0644908834779592,0.5644976203367197,0.6035456981438655,0.30434350980418967
1.3030974084464415,0.8361648731065513,1.0611445587369384,-1.5739497413224406,0.8918695745237253,-0.33729654377143053,0.36595599241627497,-0.6339051119128403,-0.5935697361910744,0.8288765962796256
0.9644451397953157,0.10206085086936444,-0.8551435834516637,1.1779779268469552,-1.6820209744671388,1.594053809112016,-1.0644908834779592,0.8640983033991096,0.9028245567276005,0.30434350980418967
-0.698935120932272,-0.14264048987636452,1.0611445587369384,1.1779779268469552,-0.5930672806633117,-0.061389350502366734,0.36595599241627497,-0.6339051119128403,-0.5935697361910744,0.8288765962796256
0.9644451397953157,-0.9990951824864159,-0.8551435834516637,-1.5739497413224406,0.0504053565844043,-0.6132037370404942,0.36595599241627497,0.8640983033991096,0.9028245567276005,1.1259641982564006
0.9644451397953157,-0.14264048987636452,0.10300048764263729,-1.5739497413224406,-0.14758622410720063,-0.33729654377143053,0.36595599241627497,0.8640983033991096,0.30426683956013056,-1.1454537344409028
0.9644451397953157,-0.9990951824864159,0.10300048764263729,0.26066870412382337,0.7433758890050216,-0.33729654377143053,1.796402868310509,-1.2331064780376202,-1.1921274533585444,-1.1454537344409028
